,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,,,
259,0.024372789,0.371902503,0.025995969,0.486044124,0.020085613,0.014974619,0.056624382,4,15.25,8.65
260,0.026785826,0.584193237,0.022356214,0.267013149,0.018363846,0.014139438,0.067148289,2,15.55,8.2
261,0.023453392,0.611903291,0.020583046,0.257561297,0.016528668,0.012680986,0.05728932,2,14.25,8.7
262,0.023054912,0.475689526,0.023772633,0.391959393,0.018257102,0.013729845,0.053536588,2,14.25,8.25
263,0.019663266,0.638769373,0.018797696,0.25108543,0.014539172,0.011086388,0.046058676,2,15.05,7.8
264,0.0145475,0.780944043,0.012655524,0.139519234,0.00996409,0.007707351,0.034662258,2,14.3,7.5
265,0.017889776,0.654866204,0.018046886,0.244473855,0.01361106,0.010346293,0.040765925,2,13.55,7.45
266,0.015294603,0.729329496,0.015081447,0.185517342,0.011368209,0.008689077,0.034719826,2,14.3,6.95
267,0.00892417,0.875653426,0.007670339,0.076200878,0.005987667,0.004659638,0.020903881,2,13.95,6.7
268,0.008553945,0.875857705,0.007896317,0.077803112,0.005983431,0.004637288,0.019268202,2,13.05,6.95
269,0.000691884,0.992419568,0.000534726,0.004003989,0.000422095,0.000335497,0.001592241,2,13.05,6.2
270,0.002138557,0.978549861,0.001599093,0.010619346,0.001263902,0.001013398,0.004815842,2,11.55,6.3
271,0.00680487,0.931700372,0.005365045,0.033920335,0.004154263,0.00332681,0.014728305,2,10.8,5.85
272,0.003125755,0.965782334,0.002537298,0.018110139,0.001961612,0.001557658,0.006925203,2,10.6,5.05
273,0.005811195,0.927346291,0.005198939,0.041928019,0.003920881,0.00307307,0.012721605,2,11.35,5.55
274,0.005297348,0.931563575,0.004703225,0.040272129,0.003573106,0.002794372,0.011796244,2,12.15,5.4
275,0.007942162,0.888710231,0.007445026,0.068477491,0.005575656,0.004329634,0.0175198,2,12.4,5.8
276,0.013173964,0.777321576,0.01343757,0.149636652,0.009892867,0.007575615,0.028961756,2,12.8,5.7
277,0.01576039,0.713691459,0.01743244,0.19760396,0.012447593,0.009468287,0.033595871,2,13.65,5.9
278,0.0119327,0.81992409,0.012181051,0.114768321,0.008854337,0.006824703,0.025514798,2,13.9,5.3
279,0.010118049,0.862704671,0.009861587,0.082883584,0.007235119,0.005623236,0.021573753,2,13.1,5.1
280,0.008081574,0.907587364,0.007134755,0.050374786,0.005358377,0.004230188,0.017232956,2,12.55,4.9
281,0.013011224,0.85277824,0.011963819,0.079507334,0.00883535,0.006972259,0.026931774,2,11.5,4.75
282,0.012763781,0.830628955,0.012778482,0.100767598,0.009251993,0.007194478,0.026614713,2,11.35,4.05
283,0.017598938,0.788711668,0.017598126,0.118019515,0.012644789,0.00990331,0.035523655,2,12.4,4.35
284,0.017525159,0.757964257,0.018903865,0.14644143,0.013324618,0.010303187,0.035537484,2,11.75,3.45
285,0.016648288,0.733083863,0.018644319,0.17413444,0.013093845,0.010019477,0.034375767,2,12.65,3.7
286,0.016663565,0.698025546,0.018943128,0.207855761,0.013355999,0.010148724,0.035007277,2,13.4,4.35
287,0.02194131,0.695723675,0.025073837,0.183334845,0.017279258,0.013322611,0.043324463,2,13.9,4.95
288,0.022735372,0.63772993,0.028095857,0.233255058,0.018936732,0.014424399,0.044822652,2,12.75,3
289,0.020798744,0.652226347,0.025322833,0.229653148,0.01722739,0.013099272,0.041672267,2,13.55,3.15
290,0.020160467,0.626060062,0.024976464,0.258112505,0.016992415,0.012843169,0.040854919,2,13.7,3.65
291,0.019223639,0.571893014,0.023853552,0.316232257,0.016445036,0.01233005,0.040022451,2,14.1,4.1
292,0.017296221,0.644359266,0.019534283,0.256994282,0.013981697,0.010563135,0.037271116,2,14.65,5.05
293,0.018126276,0.617869274,0.019492748,0.278978829,0.014354743,0.010847511,0.040330619,2,14.35,5.75
294,0.020665576,0.469132174,0.023140928,0.410852902,0.017110864,0.0127913,0.046306257,2,14.5,6.55
295,0.025680851,0.598121466,0.033084,0.254953842,0.021905506,0.016664215,0.04959012,2,15.15,7.1
296,0.027182382,0.513515916,0.038904581,0.325067817,0.024875534,0.018672259,0.05178151,2,13.6,2.55
297,0.024819282,0.519625479,0.034894493,0.333013768,0.022573669,0.016902059,0.04817125,2,14.45,2.4
298,0.023900471,0.480479704,0.034601232,0.375552647,0.022260411,0.016554669,0.046650866,2,14.6,3.05
299,0.023627707,0.449945932,0.035109761,0.406198143,0.022427068,0.016605345,0.046086045,2,15,3.4
300,0.021518947,0.53872654,0.028722078,0.33440836,0.019114752,0.014296383,0.04321294,2,15.25,3.5
301,0.020473849,0.549630268,0.026600433,0.330210828,0.017944993,0.01342846,0.041711169,2,14.7,4.1
302,0.026260712,0.440110946,0.040758801,0.398617693,0.025440418,0.018843436,0.049967993,2,14.7,4.5
303,0.028408217,0.395906311,0.047799152,0.425038565,0.028847024,0.021241674,0.052759057,4,15.25,2.7
304,0.025416567,0.367746693,0.042925736,0.47078732,0.026062936,0.019070142,0.047990606,4,15.65,2.05
305,0.022630464,0.343433051,0.037533734,0.512825716,0.023143463,0.016872022,0.04356155,4,15.95,2.8
306,0.021605271,0.362448384,0.033995575,0.502456962,0.02146556,0.015703162,0.042325087,4,16.1,3.55
307,0.020263906,0.400134533,0.029182728,0.476198043,0.019172777,0.014110102,0.04093791,4,15.9,4
308,0.019804686,0.406472073,0.027745421,0.473408342,0.018477113,0.013615974,0.040476391,4,15.6,4.75
309,0.019455178,0.441381573,0.025649798,0.442396329,0.017530716,0.012980114,0.040606292,4,15.55,5.05
310,0.019280089,0.48051688,0.023863029,0.405983921,0.016745415,0.012462866,0.0411478,2,15.35,5.5
311,0.019646056,0.398854389,0.023892429,0.48481575,0.017163279,0.012715346,0.04291275,4,15.15,5.95
312,0.01875653,0.362234068,0.024305237,0.525082518,0.017007461,0.012528678,0.040085509,4,15.5,6.75
313,0.016892429,0.275182025,0.024431086,0.620119811,0.016412245,0.011947783,0.035014621,4,15.7,6.35
314,0.016979584,0.264690027,0.02613468,0.628417478,0.017027351,0.012347457,0.034403423,4,16.2,5.9
315,0.019393621,0.309743747,0.030782267,0.567878624,0.019557658,0.01422251,0.038421572,4,16.35,5.35
316,0.019358698,0.273482583,0.032991125,0.601446741,0.020361097,0.014706172,0.037653584,4,16.2,4.55
317,0.015913629,0.205075727,0.027859908,0.690430452,0.017216905,0.012327557,0.031175821,4,16.55,4.2
318,0.014216059,0.178585147,0.024733627,0.727945185,0.015428797,0.011020866,0.028070319,4,16.95,4.75
319,0.014121905,0.16546153,0.02600724,0.73987652,0.015821856,0.011243582,0.027467366,4,17.05,5.1
320,0.016915905,0.195691417,0.032289469,0.689997955,0.019160549,0.013630931,0.032313774,4,17.3,4.8
321,0.01511354,0.163044001,0.029969672,0.733051631,0.017598338,0.012437166,0.028785653,4,17.3,4.15
322,0.019695349,0.23757111,0.03706128,0.630671876,0.021934421,0.015697853,0.037368112,4,17.6,4.3
323,0.022011274,0.24385117,0.043922507,0.606110161,0.025213078,0.018004075,0.040887735,4,17.05,3.7
324,0.024327375,0.300972116,0.045118791,0.538522745,0.026509106,0.01915477,0.045395096,4,17.25,3.05
325,0.027066929,0.320499219,0.050891777,0.500840744,0.029544261,0.021421103,0.049735967,4,16.65,2.8
326,0.02652359,0.275277654,0.054609613,0.542905999,0.030620054,0.021957226,0.048105864,4,16.55,2.15
327,0.025660306,0.22378145,0.060503414,0.58955013,0.032149152,0.022675888,0.04567966,4,17.2,2.05
328,0.023331976,0.212955797,0.053440735,0.618940286,0.028890856,0.020366629,0.042073721,4,18.15,1.95
329,0.020069725,0.184867641,0.045722441,0.670225623,0.024972966,0.017524371,0.036617233,4,18.05,2.45
330,0.017055999,0.145655448,0.041062821,0.7276955,0.022093787,0.015335954,0.03110049,4,18.15,3.05
331,0.016555527,0.147553384,0.038401069,0.731409934,0.021015796,0.014638469,0.030425822,4,18.6,3.45
332,0.018167513,0.147217389,0.04589485,0.715143283,0.024126971,0.016682318,0.032767677,4,18.4,3.6
333,0.02109156,0.161357041,0.056289394,0.675351054,0.02869333,0.019802799,0.037414822,4,18.85,3.2
334,0.020962096,0.15133143,0.059120423,0.682034005,0.029449283,0.020184563,0.0369182,4,19.1,2.65
335,0.024122695,0.184253898,0.064200984,0.629921258,0.032525707,0.022567125,0.042408334,4,19.45,2.65
336,0.024266587,0.161229256,0.074252853,0.638777888,0.035416905,0.024168586,0.041887925,4,19,2.1
337,0.02065181,0.127867069,0.068476407,0.694049506,0.031868438,0.021381832,0.035704938,4,19.9,2.05
338,0.017539855,0.120516698,0.051673671,0.73644909,0.025518935,0.01729426,0.031007492,4,20.45,2.8
339,0.013544401,0.098944333,0.036911578,0.794123206,0.019066897,0.01296488,0.024444705,4,19.8,3.25
340,0.012548207,0.1069503,0.029565216,0.800180254,0.016270177,0.011243746,0.023242101,4,19.45,3.9
341,0.010818517,0.097116558,0.024014403,0.824610635,0.013629012,0.009456925,0.020353951,4,18.65,4.2
342,0.009310613,0.079006392,0.021389915,0.85250409,0.012029406,0.008295164,0.017464419,4,18.4,4.6
343,0.006827582,0.056165425,0.015635645,0.893479682,0.00889215,0.006108782,0.012890734,4,18.65,4.75
344,0.009739661,0.075561499,0.024382191,0.850104381,0.013213728,0.009025038,0.017973503,4,18.75,5.15
345,0.008671159,0.08627372,0.016960404,0.853781509,0.01025516,0.007183995,0.016874052,4,19.1,4.55
346,0.008834245,0.092749643,0.016270905,0.847450825,0.010112257,0.007123178,0.017458947,4,17.9,5.4
347,0.011698374,0.143154413,0.019082944,0.780977497,0.012427575,0.008877852,0.023781347,4,17.65,5.7
348,0.008662696,0.092764621,0.014466872,0.850247532,0.00947831,0.006717455,0.017662515,4,17.05,6.05
349,0.014509006,0.192166259,0.020691479,0.717243824,0.014313797,0.010347961,0.030727674,4,17.4,6.5
350,0.019899995,0.353035829,0.024052645,0.528671261,0.017495164,0.012925607,0.043919499,4,16.6,6.85
351,0.021616268,0.338616496,0.024875074,0.533613857,0.018635595,0.01379273,0.048849981,4,15.7,7.15
352,0.017523889,0.197659476,0.022634123,0.694822527,0.016642313,0.012081294,0.038636377,4,15.75,7.75
353,0.017234278,0.107545898,0.056098767,0.744593626,0.026611036,0.017783723,0.030132672,4,16.6,7.95
354,0.017463876,0.104044168,0.059894489,0.74202094,0.027788236,0.018441322,0.03034697,4,20.4,3.4
355,0.021514538,0.120514751,0.080494621,0.681880615,0.035479869,0.023452233,0.036663372,4,20.7,3.45
356,0.023741342,0.122897396,0.098893491,0.646373317,0.041270618,0.027001793,0.039822044,4,21.15,2.85
357,0.021754742,0.108391907,0.09500704,0.673749712,0.039189069,0.025329223,0.036578308,4,21.75,2.65
358,0.021331569,0.10314201,0.096830333,0.678201126,0.039401915,0.025278285,0.035814761,4,22,3.25
359,0.017807462,0.094709405,0.069835595,0.736484423,0.030670089,0.019956777,0.030536251,4,22.2,3.5
360,0.015233167,0.084681566,0.055634106,0.77592368,0.025431128,0.016632931,0.026463422,4,21.45,3.75
361,0.011588594,0.074496059,0.035255774,0.828668846,0.017561293,0.011721059,0.020708374,4,21.1,4.05
362,0.010926029,0.062455063,0.037077885,0.840734554,0.017814996,0.011668517,0.019322957,4,20.15,4.3
363,0.008353794,0.047696107,0.027388373,0.879247673,0.013536039,0.00885614,0.014921876,4,20.8,4.7
364,0.006714878,0.045380516,0.018461675,0.900815117,0.00977318,0.006554951,0.012299683,4,20.7,5.15
365,0.004467265,0.029078749,0.0122561,0.934994363,0.006581456,0.004392196,0.008229872,4,19.75,5.05
366,0.005090316,0.0298216,0.015413591,0.927165929,0.008001555,0.005258,0.009249009,4,19.85,5.5
367,0.005217739,0.029639349,0.016200686,0.925669752,0.008355025,0.005464275,0.009453174,4,20.4,5.65
368,0.003990535,0.032379035,0.008759747,0.938544668,0.005142894,0.003531142,0.00765198,4,20.55,5.75
369,0.002201718,0.015712384,0.005273896,0.967576357,0.003021912,0.002044564,0.004169169,4,18.7,5.75
370,0.004032037,0.034551497,0.00826811,0.936831171,0.005005039,0.003460709,0.007851437,4,19.25,5.95
371,0.002324779,0.01885293,0.004617728,0.964748524,0.002880124,0.001987497,0.004588417,4,18.4,6
372,0.006850241,0.064939789,0.011429544,0.889700103,0.007626457,0.005374878,0.014078989,4,18.45,6.6
373,0.014778242,0.176753055,0.020419228,0.731280817,0.014491869,0.010469796,0.031806993,4,17.65,7.05
374,0.001599619,0.011573834,0.003126788,0.977117216,0.002012284,0.001380783,0.003189475,4,16.7,7.4
375,0.004630654,0.038288096,0.008085336,0.930393794,0.005386069,0.003757699,0.009458352,4,18.65,7.3
376,0.007144429,0.058903052,0.011635215,0.893783747,0.008024321,0.005633406,0.014875829,4,18.05,7.35
377,0.012199416,0.10154319,0.017837392,0.820189059,0.012900442,0.009159631,0.02617087,4,17.85,7.75
378,0.017182631,0.146573376,0.02283424,0.746105064,0.01712788,0.012299027,0.037877783,4,17.5,8.25
379,0.021082515,0.16966616,0.026413884,0.700328125,0.020417049,0.014737242,0.047355024,4,17.15,8.6
380,0.023272432,0.238373213,0.026964781,0.621902471,0.02088643,0.015305371,0.053295301,4,17.05,9
381,0.027140475,0.289256474,0.028908471,0.550848551,0.022981988,0.017020409,0.063843631,4,16.4,8.7
382,0.032755594,0.291221059,0.032401314,0.517481076,0.026824207,0.019975855,0.079340894,4,16.05,8.95
383,0.031815394,0.243132615,0.033340883,0.568158286,0.027554074,0.020308959,0.075689788,4,16.05,9.6
384,0.025487146,0.171037116,0.030971787,0.671970847,0.02479712,0.01787847,0.057857514,4,16.5,9.75
385,0.026675349,0.155571843,0.033378251,0.67803961,0.027030824,0.01933846,0.059965663,4,17.25,9.6
386,0.018807877,0.119885795,0.02609516,0.759853831,0.020069468,0.014208038,0.041079831,4,17.6,9.9
387,0.010825653,0.076026808,0.01682058,0.852729793,0.012158216,0.00852252,0.02291643,4,17.8,9.3
388,0.004063411,0.025772404,0.007643873,0.94563577,0.00515306,0.003522842,0.00820864,4,18,8.55
389,0.005636881,0.034505131,0.010369312,0.926046783,0.007119228,0.004869264,0.011453402,4,18.8,8.1
390,0.000960764,0.005761537,0.002116081,0.987063855,0.001330921,0.000893338,0.001873504,4,18.8,8.35
391,0.000354262,0.00241377,0.000814914,0.994925052,0.000484545,0.00032721,0.000680248,4,19.4,7.6
392,0.00095635,0.005431105,0.002511912,0.986901225,0.001447413,0.000954126,0.001797869,4,19.25,6.6
393,0.001048065,0.005899342,0.002518404,0.985975034,0.001533699,0.001017058,0.002008398,4,20.05,6.95
394,0.001702041,0.010145398,0.004639403,0.976073926,0.002573114,0.001700557,0.003165561,4,19.8,7.5
395,0.008041915,0.041616428,0.028265419,0.885064369,0.01382147,0.00889407,0.014296329,4,20.05,6.35
396,0.013624284,0.068185767,0.054537556,0.79995719,0.02444772,0.015648968,0.023598515,4,21.15,5.7
397,0.017792348,0.084677054,0.079614813,0.733148163,0.033346993,0.0211977,0.030222929,4,21.65,4.85
398,0.024587576,0.107604714,0.132072656,0.615171315,0.04914706,0.031004236,0.040412442,4,22.15,4.35
399,0.023185135,0.100338762,0.125194665,0.636582603,0.046972788,0.029440062,0.038285986,4,23.05,3.35
400,0.021870876,0.091773518,0.121088934,0.655137273,0.045615415,0.028269713,0.03624427,4,23.05,3.8
401,0.018004341,0.080701062,0.086353593,0.726913394,0.035391558,0.022188183,0.030447869,4,23.15,4.4
402,0.014890354,0.068508038,0.065704113,0.778953788,0.02847531,0.017917487,0.025550909,4,22.5,4.75
403,0.025228865,0.094253301,0.175889321,0.569622509,0.058742296,0.035424645,0.040839063,4,22.15,5.2
404,0.021967846,0.086220717,0.131750902,0.645529123,0.048656627,0.029583321,0.036291465,4,24.15,4.55
405,0.019650677,0.07983004,0.107117377,0.692825776,0.04198638,0.025706832,0.032882918,4,23.5,5.05
406,0.01844015,0.074043314,0.09744964,0.715350166,0.039534669,0.024114764,0.031067297,4,23.1,5.3
407,0.013792204,0.061263022,0.060643565,0.796846097,0.026888461,0.016786197,0.023780455,4,23,5.75
408,0.010862969,0.049233121,0.043475405,0.844023604,0.020507829,0.012871646,0.019025427,4,22.2,5.75
409,0.004005682,0.020881542,0.012440745,0.944466158,0.006620618,0.004282494,0.007302761,4,21.85,6.2
410,0.005282638,0.025204271,0.016698989,0.928300921,0.009077831,0.005804523,0.009630827,4,20.75,6.55
411,0.00494021,0.023358653,0.014307196,0.934698674,0.008243524,0.005299877,0.009151867,4,21,7.15
412,0.004434951,0.022246119,0.010502495,0.943234662,0.006662257,0.004384684,0.008534832,4,20.75,7.65
413,0.006911408,0.035564456,0.014201385,0.913561693,0.009623077,0.006439753,0.013698228,4,20,8.2
414,0.011388074,0.061876666,0.019787034,0.859400478,0.01430539,0.009789628,0.023452731,4,19.5,8.65
415,0.01704255,0.086392808,0.027579152,0.798107655,0.0208604,0.014356344,0.03566109,4,18.85,9.05
416,0.023008772,0.109842651,0.034417957,0.737663027,0.02719176,0.018862189,0.049013644,4,18.75,9.55
417,0.03600219,0.213054209,0.037968001,0.571527766,0.032358587,0.023697487,0.085391761,4,18.6,10
418,0.040317958,0.195118829,0.042952621,0.561721419,0.037673103,0.027421698,0.094794372,4,16.95,10.35
419,0.034216251,0.156683979,0.042224724,0.62876208,0.035886518,0.025538091,0.076688357,4,17.35,10.85
420,0.030683716,0.132965884,0.042228035,0.66796284,0.035095154,0.02454002,0.066524351,4,18,10.65
421,0.04015996,0.16319722,0.047769885,0.586407838,0.042072662,0.029994667,0.090397768,4,18.5,10.55
422,0.04569964,0.191091864,0.047686704,0.533522765,0.043184985,0.031419004,0.107395038,4,18.1,11.1
423,0.052895242,0.180507226,0.055002988,0.499359306,0.05206638,0.037717839,0.122451019,4,17.55,11.3
424,0.05293971,0.169522055,0.058183139,0.504827398,0.055306689,0.039650874,0.119570135,4,17.95,11.9
425,0.06213214,0.181388554,0.060015863,0.448017967,0.059872812,0.043736292,0.144836374,4,18.3,12
426,0.045069773,0.144623611,0.059791178,0.562005217,0.054344221,0.037791054,0.096374946,4,18,12.5
427,0.035190619,0.120385259,0.055872393,0.63691368,0.047244666,0.032009593,0.07238379,4,19,11.65
428,0.028321413,0.107196931,0.047237798,0.695377908,0.038071248,0.025732054,0.058062648,4,19.5,11.05
429,0.016940601,0.075809158,0.030902694,0.803621176,0.022936342,0.015446174,0.034343856,4,19.45,10.55
430,0.01459313,0.061143061,0.031616003,0.82747995,0.022159704,0.014538288,0.028469864,4,19.4,9.65
431,0.020653089,0.079991272,0.041816357,0.765461669,0.03099514,0.020405625,0.040676848,4,20.1,9.4
432,0.023683687,0.088044976,0.046662855,0.735983443,0.035467823,0.023375732,0.046781485,4,20.05,9.95
433,0.052357568,0.144241102,0.069442668,0.511944292,0.066331019,0.045861719,0.109821632,4,20.05,10.2
434,0.053555881,0.148025025,0.068365994,0.504926499,0.065777986,0.045787674,0.113560941,4,19.35,12.2
435,0.042303759,0.12270321,0.070514004,0.576226477,0.062254432,0.041479759,0.084518359,4,19.2,12.25
436,0.036196357,0.107552892,0.072034585,0.616422119,0.059403937,0.03848598,0.069904129,4,20.05,11.6
437,0.030086621,0.096048117,0.064976844,0.668460225,0.050377474,0.032398652,0.057652068,4,20.6,11.15
438,0.042739418,0.109469551,0.093695982,0.543864301,0.080257993,0.05050959,0.079463165,4,20.7,10.65
439,0.037742007,0.099971709,0.099086244,0.569310559,0.077810634,0.047638609,0.068440239,4,21.3,11.65
440,0.033278929,0.09363197,0.093299369,0.60881774,0.068780842,0.04197621,0.06021494,4,21.8,11.15
441,0.026293896,0.082614504,0.075547481,0.683724866,0.051889718,0.031973493,0.047956041,4,21.85,10.7
442,0.025440307,0.084628767,0.061143254,0.708010247,0.044501778,0.028272634,0.048003012,4,21.65,10.05
443,0.019977226,0.071903502,0.050046208,0.76385956,0.03457093,0.021996518,0.037646056,4,20.95,10.2
444,0.020924887,0.07112652,0.063897512,0.739853993,0.040904158,0.025240723,0.038052208,4,20.9,9.7
445,0.017030694,0.062730205,0.04773982,0.790704797,0.030851632,0.019402737,0.031540115,4,21.65,9.45
446,0.010868242,0.045334305,0.028822296,0.864581234,0.018270201,0.011702619,0.020421104,4,21.2,9.25
447,0.010017693,0.04301172,0.025428156,0.875686151,0.016332403,0.010538195,0.018985683,4,20.75,8.75
448,0.008214102,0.035545647,0.025031733,0.892506101,0.014453982,0.0091668,0.015081636,4,20.55,8.75
449,0.015054562,0.056320895,0.049409724,0.804986341,0.029027938,0.017977631,0.027222909,4,21.1,8
450,0.01321632,0.051255989,0.046022477,0.824263383,0.025654083,0.015873041,0.023714708,4,21.65,8.65
451,0.012206786,0.049127949,0.046599983,0.83154442,0.024053592,0.01485294,0.02161433,4,21.75,8.2
452,0.011490038,0.049082997,0.046407571,0.836584235,0.022381486,0.0139039,0.020149773,4,21.95,7.55
453,0.016756598,0.066023719,0.082736291,0.748247559,0.035868326,0.021797585,0.028569923,4,22,6.75
454,0.015809617,0.062575117,0.074711495,0.766020087,0.033409034,0.02034742,0.02712723,4,22.8,6.45
455,0.016747883,0.063575634,0.079650644,0.753047864,0.036310313,0.021928996,0.028738666,4,22.65,6.65
456,0.018815767,0.067742155,0.093813384,0.719495018,0.042623516,0.025418397,0.032091764,4,22.75,7.05
457,0.01733642,0.062724586,0.074760467,0.754897226,0.037541482,0.022605123,0.030134697,4,23,7.35
458,0.018721508,0.065156389,0.069794406,0.750018628,0.039340575,0.023832351,0.033136144,4,22.55,7.9
459,0.02166472,0.071510465,0.098157401,0.691374448,0.050299994,0.029692907,0.037300066,4,22.2,8.7
460,0.022700826,0.073484962,0.084079726,0.700510965,0.049496621,0.029685559,0.040041341,4,22.9,8.45
461,0.025716997,0.078479261,0.103897562,0.651709707,0.060136794,0.035396243,0.044663435,4,22.35,9.2
462,0.029236041,0.08504205,0.10080608,0.628392968,0.065786919,0.039161301,0.051574641,4,22.75,9.35
463,0.037690373,0.093008597,0.139130862,0.511146186,0.098170791,0.056291168,0.064562022,4,22.4,10.05
464,0.031072776,0.085084228,0.137952691,0.565451445,0.081242431,0.046372681,0.052823748,4,23.05,10.9
465,0.032550065,0.08474802,0.173478508,0.507765748,0.094964383,0.052506872,0.053986404,4,23.3,9.85
466,0.028258489,0.081137351,0.148210821,0.576306967,0.075740222,0.042928382,0.047417768,4,23.95,9.8
467,0.027340796,0.080072368,0.148505132,0.583864679,0.07299505,0.041434735,0.04578724,4,23.65,9.1
468,0.027231784,0.079990205,0.18052739,0.547948236,0.076634951,0.042937249,0.044730185,4,23.7,8.85
469,0.028062419,0.080040011,0.226109794,0.489465182,0.084564517,0.04654043,0.045217648,4,24.25,8.25
470,0.022882769,0.074842637,0.126349262,0.647815249,0.056679595,0.032943287,0.038487201,4,24.85,7.95
471,0.023515322,0.077217465,0.146483437,0.619371636,0.059795593,0.034588998,0.03902755,4,23.5,7.85
472,0.023360196,0.078452276,0.152198361,0.614212802,0.058948347,0.03425331,0.038574708,4,23.85,7.35
473,0.021636501,0.07706351,0.131850698,0.651326213,0.051636016,0.030515843,0.03597122,4,23.95,6.9
474,0.021599997,0.081153703,0.132086301,0.650035333,0.04960132,0.029754406,0.035768941,4,23.65,6.5
475,0.024540462,0.085806831,0.179284154,0.573672147,0.060964145,0.035871858,0.039860403,4,23.6,5.7
476,0.026041608,0.083071362,0.217137246,0.519957102,0.071247261,0.040667496,0.041877924,4,24.3,5.65
477,0.01640297,0.033276427,0.739526338,0.078042958,0.071376214,0.039353275,0.022021818,3,24.8,6.4
478,0.014684,0.030739697,0.76036912,0.076013822,0.063645822,0.034567139,0.0199804,3,34.05,3.5
479,0.015947923,0.035068186,0.733910206,0.091473699,0.065757828,0.035792416,0.022049741,3,33.05,3.85
480,0.013379656,0.028993096,0.773233961,0.077105577,0.057911046,0.030867426,0.018509239,3,32,3.8
481,0.013879846,0.030976754,0.757685717,0.087475318,0.059226406,0.031295045,0.019460913,3,31.9,4.4
482,0.012763935,0.028445656,0.769030532,0.085556364,0.056922829,0.029209779,0.018070905,3,31.05,4.75
483,0.009824794,0.021097527,0.822505751,0.062199399,0.046998312,0.02357114,0.013803077,3,30.4,5.65
484,0.011714102,0.025431941,0.781972284,0.079837065,0.056513806,0.02786981,0.016660991,3,30.75,6.1
485,0.00999781,0.020853362,0.812322807,0.064968573,0.052641422,0.025064322,0.014151704,3,30,6.7
486,0.013176122,0.027188093,0.747045139,0.08851157,0.071900946,0.033364201,0.018813929,3,30.1,7.4
487,0.006050468,0.011861225,0.885912538,0.035022539,0.036207167,0.016517317,0.008428746,3,29.5,8.15
488,0.0062249,0.012555259,0.884721605,0.036935193,0.034565131,0.016312509,0.008685403,3,30.75,8
489,0.005026823,0.010122695,0.909189211,0.028448136,0.027141916,0.013121141,0.006950078,3,30.85,7.35
490,0.007028076,0.014478707,0.876129318,0.039817082,0.035202758,0.017638453,0.009705606,3,31.5,6.75
491,0.003982387,0.007828523,0.929518717,0.020826148,0.021769461,0.010641228,0.005433536,3,31.75,5.95
492,0.00519138,0.010198006,0.909919307,0.026355458,0.027544035,0.013746834,0.00704498,3,32.35,6.45
493,0.009946527,0.020884499,0.82927626,0.055769079,0.04636793,0.024051729,0.013703976,3,32.8,6
494,0.010392497,0.021329632,0.825525947,0.054347239,0.048699316,0.025543935,0.014161434,3,32.05,5.1
495,0.012364171,0.025887925,0.793876036,0.066039749,0.05542046,0.029507164,0.016904494,3,32.8,4.8
496,0.011227954,0.022390018,0.81525745,0.054476112,0.053298046,0.02823446,0.015115962,3,32.65,4.4
497,0.008685272,0.017424609,0.853480008,0.044030324,0.042569529,0.022033022,0.011777236,3,33.65,4.6
498,0.007480458,0.014522208,0.87379125,0.035794742,0.038589669,0.019772505,0.010049169,3,33.05,5.15
499,0.010174487,0.019349412,0.832590704,0.045509889,0.051751349,0.02711086,0.013513298,3,33.6,5.45
500,0.012475086,0.023680953,0.7983645,0.054489398,0.061612516,0.032875015,0.016502533,3,34.5,5.05
501,0.015692814,0.029695013,0.752387202,0.066360009,0.074492601,0.040724252,0.020648109,3,34.9,4.65
502,0.014501558,0.028343846,0.768520673,0.065527067,0.067263728,0.036545808,0.01929732,3,35.45,4.1
503,0.013404156,0.026484189,0.783786823,0.062442663,0.062348097,0.033607236,0.017926836,3,34.6,4.05
504,0.014012054,0.024944434,0.774042914,0.054562562,0.074537905,0.039734165,0.018165965,3,34.2,4.2
505,0.011370598,0.020641217,0.813805437,0.046547487,0.06085692,0.031905641,0.014872701,3,36.3,5.2
506,0.010502489,0.018393259,0.824617353,0.040996326,0.060682825,0.031185023,0.013622726,3,35.55,5.35
507,0.007779594,0.014246365,0.869119316,0.033288013,0.043273868,0.022036951,0.010255892,3,35.95,6.05
508,0.00482326,0.009091872,0.916883808,0.022422986,0.026928302,0.013398735,0.006451037,3,34.8,5.85
509,0.003665796,0.006729884,0.935979747,0.016425665,0.021717695,0.010607052,0.004874161,3,33.7,6.15
510,0.002089893,0.003802814,0.962759932,0.009407275,0.012971959,0.006185532,0.002782596,3,33.95,6.6
511,0.001613152,0.003035347,0.970954879,0.007903122,0.009715255,0.004598621,0.002179624,3,33.7,7.05
512,0.00104178,0.00194675,0.980783951,0.005199356,0.006587531,0.003026781,0.001413851,3,32.75,7.1
513,0.000166814,0.00030013,0.996901751,0.00076922,0.001127461,0.000511195,0.000223429,3,32.3,7.65
514,0.001362267,0.002520035,0.974326469,0.006855835,0.009041567,0.004039503,0.001854326,3,33,7.9
515,0.004359603,0.008115752,0.91611346,0.023126876,0.029440647,0.012841966,0.006001696,3,31.95,8.15
516,0.008649839,0.016470401,0.832521339,0.049507868,0.056215516,0.024555206,0.012079832,3,31.15,8.65
517,0.011804023,0.022778304,0.770512684,0.070917937,0.074645235,0.032702031,0.016639786,3,30.35,8.85
